ano_aih,uf_sigla,nome_municipio,regiao_nome,numero_habitantes,qtd_total,vl_total,vl_02,vl_03,vl_04,vl_05,vl_07,vl_0409,vl_0415,vl_0304,vl_0201,vl_0202
2020,MG,Virgolândia                     ,Sudeste,,,,,,,,,,,,,
2020,MG,Visconde do Rio Branco          ,Sudeste,,67428.0,3080348.95,22576.14,1597172.97,398061.24,,20640.24,13434.2,30327.75,306.05,,
2020,MG,Volta Grande                    ,Sudeste,,,,,,,,,,,,,
2020,MG,Wenceslau Braz                  ,Sudeste,,,,,,,,,,,,,
2020,MS,Água Clara                      ,Centro-Oeste,,5778.0,219300.57,1173.15,91288.21,120101.21,,,3761.04,,696.87,,18.0
2020,MS,Alcinópolis                     ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Amambai                         ,Centro-Oeste,,9969.0,788886.52,,572207.33,206946.81,,,14867.21,,893.97,,
2020,MS,Anastácio                       ,Centro-Oeste,,11275.0,405507.46,,247957.46,144853.24,,,20949.3,,730.99,,
2020,MS,Anaurilândia                    ,Centro-Oeste,,3064.0,101646.0,1345.47,62746.74,32588.55,,,,,131.67,,
2020,MS,Angélica                        ,Centro-Oeste,,1953.0,126503.22,,99891.75,22811.47,,,,,,,
2020,MS,Antônio João                    ,Centro-Oeste,,2456.0,91840.46,39.2,75989.67,12859.59,,,,,679.21,,
2020,MS,Aparecida do Taboado            ,Centro-Oeste,,12308.0,511283.52,172.2,231272.29,275455.03,,,39971.87,,45.93,,27.0
2020,MS,Aquidauana                      ,Centro-Oeste,,55583.0,3018173.71,41558.66,1231669.5,796043.59,,62762.62,26818.77,5406.19,16944.43,,
2020,MS,Aral Moreira                    ,Centro-Oeste,,1808.0,122304.79,,118432.79,,,,,,2902.23,,
2020,MS,Bandeirantes                    ,Centro-Oeste,,410.0,30558.56,5.0,30189.56,,,,,,710.94,,5.0
2020,MS,Bataguassu                      ,Centro-Oeste,,7148.0,437733.26,2658.0,224016.83,198651.66,,4813.92,21164.74,,2201.52,,18.0
2020,MS,Batayporã                       ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Bela Vista                      ,Centro-Oeste,,9379.0,410140.28,3912.0,150036.57,236921.58,,,25341.77,2116.13,515.1,,
2020,MS,Bodoquena                       ,Centro-Oeste,,2329.0,87614.93,,63278.84,20729.06,,,,,,,
2020,MS,Bonito                          ,Centro-Oeste,,9606.0,431911.52,2160.0,246695.86,168355.35,,,7894.64,,3906.4,,
2020,MS,Brasilândia                     ,Centro-Oeste,,5954.0,214793.94,2498.85,132677.43,73401.83,,,2034.12,,,,
2020,MS,Caarapó                         ,Centro-Oeste,,16246.0,447883.26,1224.0,312477.86,116363.65,,,3502.44,,809.9,,
2020,MS,Camapuã                         ,Centro-Oeste,,1897.0,60000.16,,52032.87,6061.58,,,,,337.83,,
2020,MS,Campo Grande                    ,Centro-Oeste,,2542404.0,146105234.39,7407162.61,26957198.19,47055991.27,1860803.36,15039972.05,1313084.02,1428590.46,2027359.68,76852.34,11884.0
2020,MS,Caracol                         ,Centro-Oeste,,1050.0,71109.26,,50219.1,18706.16,,,113.64,,,,
2020,MS,Cassilândia                     ,Centro-Oeste,,3173.0,294063.71,5.0,215842.04,69171.76,,2756.91,8418.59,,,,5.0
2020,MS,Chapadão do Sul                 ,Centro-Oeste,,11801.0,1162759.86,15605.7,551248.09,485234.07,,,23512.97,43560.04,7716.24,,
2020,MS,Corguinho                       ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Coronel Sapucaia                ,Centro-Oeste,,3664.0,169270.64,715.0,154984.36,7483.28,,,,,1729.69,,
2020,MS,Corumbá                         ,Centro-Oeste,,182346.0,7054632.64,268780.23,2090308.7,1458229.78,,86949.36,71431.86,36919.8,29650.33,,
2020,MS,Costa Rica                      ,Centro-Oeste,,27420.0,1279909.14,36334.91,363801.05,374708.72,,9819.32,45758.25,6412.72,5897.32,,
2020,MS,Coxim                           ,Centro-Oeste,,40056.0,1278026.09,112116.12,561809.23,440698.26,,7195.82,39033.02,543.08,2257.72,18.46,36.0
2020,MS,Deodápolis                      ,Centro-Oeste,,933.0,59291.52,18.0,55546.52,,,,,,826.74,,18.0
2020,MS,Dois Irmãos do Buriti           ,Centro-Oeste,,3680.0,96182.84,389.8,92998.0,,,,,,1670.78,,45.0
2020,MS,Douradina                       ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Dourados                        ,Centro-Oeste,,646049.0,32712284.26,1979294.4,6319775.35,8391477.84,48004.68,2799469.2,158135.25,165849.56,555833.39,7345.55,3279.65
2020,MS,Eldorado                        ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Fátima do Sul                   ,Centro-Oeste,,17310.0,607911.42,2832.2,416919.8,166280.76,,,11156.64,1132.6,6565.22,,
2020,MS,Figueirão                       ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Glória de Dourados              ,Centro-Oeste,,3840.0,178426.29,45.0,158597.98,13156.98,,,678.04,,174.34,,45.0
2020,MS,Guia Lopes da Laguna            ,Centro-Oeste,,3539.0,135829.84,,129957.84,,,,,,,,
2020,MS,Iguatemi                        ,Centro-Oeste,,4564.0,692128.08,,617901.45,71826.63,,,,,,,
2020,MS,Inocência                       ,Centro-Oeste,,1301.0,66458.14,,64161.41,545.73,,,,,505.23,,
2020,MS,Itaporã                         ,Centro-Oeste,,4071.0,172750.27,1287.8,127491.76,38474.71,,,306.47,,1729.69,,
2020,MS,Itaquiraí                       ,Centro-Oeste,,3525.0,150917.65,,131064.63,16261.02,,,448.75,,,,
2020,MS,Ivinhema                        ,Centro-Oeste,,17179.0,661799.69,5174.5,298735.29,341698.3,,,73724.7,1064.85,804.44,,54.0
2020,MS,Japorã                          ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Jaraguari                       ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Jardim                          ,Centro-Oeste,,7546.0,472939.5,912.0,296326.82,175700.68,,,6924.76,,,,
2020,MS,Jateí                           ,Centro-Oeste,,460.0,25091.52,,24091.52,,,,,,,,
2020,MS,Juti                            ,Centro-Oeste,,3406.0,99974.36,,93920.7,,,,,,746.19,,
2020,MS,Ladário                         ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Laguna Carapã                   ,Centro-Oeste,,985.0,28565.12,,26395.69,597.53,,,,,,,
2020,MS,Maracaju                        ,Centro-Oeste,,26021.0,875993.56,7008.0,445851.31,409718.25,,,41059.15,6783.01,5879.04,,
2020,MS,Miranda                         ,Centro-Oeste,,4959.0,317604.39,50.0,222328.91,84769.48,,,3390.2,,838.17,,
2020,MS,Mundo Novo                      ,Centro-Oeste,,4410.0,309661.49,,231592.74,69740.75,,,,,1900.43,,
2020,MS,Naviraí                         ,Centro-Oeste,,14787.0,2106814.98,3381.28,1038926.89,597990.46,,,8308.04,5118.56,,,
2020,MS,Nioaque                         ,Centro-Oeste,,371.0,7847.59,1.0,7782.59,,,,,,,,
2020,MS,Nova Alvorada do Sul            ,Centro-Oeste,,4882.0,287896.1,1118.42,179725.78,98912.62,,,13847.24,1032.36,386.76,,
2020,MS,Nova Andradina                  ,Centro-Oeste,,96133.0,1802577.75,34197.15,897566.69,701527.57,,67549.38,47499.2,9674.94,2897.65,,
2020,MS,Novo Horizonte do Sul           ,Centro-Oeste,,1058.0,49901.26,9.0,46049.07,2150.19,,,,,,,9.0
2020,MS,Paraíso das Águas               ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Paranaíba                       ,Centro-Oeste,,49846.0,2843669.13,97856.48,1131578.51,477426.94,,53763.74,43751.57,17048.33,9421.77,,
2020,MS,Paranhos                        ,Centro-Oeste,,4766.0,279498.25,231.55,224322.32,45504.38,,,4921.23,,2777.13,,
2020,MS,Pedro Gomes                     ,Centro-Oeste,,1239.0,32312.54,3.0,30973.54,,,,,,,,
2020,MS,Ponta Porã                      ,Centro-Oeste,,52896.0,6073572.03,325313.04,1742091.16,1309566.93,,164262.98,93977.38,20922.94,20092.58,18.33,
2020,MS,Porto Murtinho                  ,Centro-Oeste,,3969.0,258425.95,,141197.46,109502.49,,,10259.95,,,,
2020,MS,Ribas do Rio Pardo              ,Centro-Oeste,,2740.0,130193.92,,105199.57,21762.35,,,3848.99,,86.42,,
2020,MS,Rio Brilhante                   ,Centro-Oeste,,25327.0,815372.29,12042.0,424339.63,322463.4,,19559.8,40203.03,9024.42,4739.55,,
2020,MS,Rio Negro                       ,Centro-Oeste,,1389.0,107545.64,,105670.93,314.71,,,,,,,
2020,MS,Rio Verde de Mato Grosso        ,Centro-Oeste,,1446.0,347500.01,,184711.84,156585.89,,,32878.73,,229.65,,
2020,MS,Rochedo                         ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Santa Rita do Pardo             ,Centro-Oeste,,750.0,32013.96,,30677.96,,,,,,,,
2020,MS,São Gabriel do Oeste            ,Centro-Oeste,,6295.0,1071949.63,18038.29,654518.01,368921.0,,1383.02,12460.79,38059.18,3004.8,18.33,
2020,MS,Selvíria                        ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Sete Quedas                     ,Centro-Oeste,,2445.0,164041.12,,143364.94,14340.18,,,1200.98,,1771.41,,
2020,MS,Sidrolândia                     ,Centro-Oeste,,9403.0,458439.09,140.0,366250.67,12943.44,,,4706.58,,3552.09,,
2020,MS,Sonora                          ,Centro-Oeste,,1941.0,155211.49,200.0,127959.47,23188.02,,,8037.85,,,,200.0
2020,MS,Tacuru                          ,Centro-Oeste,,3870.0,163598.43,24.2,135721.79,21084.44,,,1123.77,,2133.24,,
2020,MS,Taquarussu                      ,Centro-Oeste,,2343.0,47504.25,129.0,42655.23,2309.19,,,2202.03,,330.21,,9.0
2020,MS,Terenos                         ,Centro-Oeste,,,,,,,,,,,,,
2020,MS,Três Lagoas                     ,Centro-Oeste,,230093.0,7468660.09,946014.65,1689018.14,2152532.43,,215065.15,127996.64,76072.65,52655.56,1607.62,5271.0
2020,MS,Vicentina                       ,Centro-Oeste,,2161.0,95145.95,,72779.01,17235.94,,,,,,,
2020,MT,Acorizal                        ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Água Boa                        ,Centro-Oeste,,23672.0,1698456.64,,820192.62,619180.82,,3240.0,51646.42,8555.39,,,
2020,MT,Alta Floresta                   ,Centro-Oeste,,128596.0,2876353.99,182182.63,1164436.68,1083672.39,,147793.2,59494.04,16318.06,,,135.0
2020,MT,Alto Araguaia                   ,Centro-Oeste,,4963.0,174745.97,1052.65,82415.25,84678.07,,,32224.25,,3939.43,70.0,90.0
2020,MT,Alto Boa Vista                  ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Alto Garças                     ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Alto Paraguai                   ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Alto Taquari                    ,Centro-Oeste,,155.0,69834.47,62.15,17514.85,52257.47,,,167.42,,,,
2020,MT,Apiacás                         ,Centro-Oeste,,1456.0,120133.46,130.9,95348.35,22182.21,,,678.04,,,,
2020,MT,Araguaiana                      ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Araguainha                      ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Araputanga                      ,Centro-Oeste,,72.0,24914.77,,24914.77,,,,,,,,
2020,MT,Arenápolis                      ,Centro-Oeste,,1353.0,50842.78,,18518.72,31604.06,,,8212.02,,130.0,,
2020,MT,Aripuanã                        ,Centro-Oeste,,3102.0,264420.61,3800.95,190404.29,65798.09,,,1560.01,,,,
2020,MT,Barão de Melgaço                ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Barra do Bugres                 ,Centro-Oeste,,3489.0,572321.75,293.36,346769.39,209675.0,,,14045.27,543.08,45.93,114.36,
2020,MT,Barra do Garças                 ,Centro-Oeste,,180030.0,5549990.79,218357.42,1220238.74,1183134.0,,9773.05,83052.23,22028.34,12865.76,93.34,3176.0
2020,MT,Bom Jesus do Araguaia           ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Brasnorte                       ,Centro-Oeste,,15693.0,384190.75,4580.72,286051.05,81026.54,,,1433.72,,386.35,,63.0
2020,MT,Cáceres                         ,Centro-Oeste,,323997.0,9785937.52,651465.08,2751722.69,2549895.51,,314074.16,95606.13,98662.31,27453.13,2806.48,1647.0
2020,MT,Campinápolis                    ,Centro-Oeste,,1954.0,224207.72,,188188.11,34443.61,,,539.96,,,,
2020,MT,Campo Novo do Parecis           ,Centro-Oeste,,9457.0,422151.9,16888.2,276476.52,120266.77,,,7374.19,,552.12,,27.0
2020,MT,Campos de Júlio                 ,Centro-Oeste,,353.0,192632.98,,192228.23,,,,,,,,
2020,MT,Campo Verde                     ,Centro-Oeste,,24479.0,1418102.54,9923.29,402498.59,619395.62,,4650.38,48083.01,14151.04,7464.39,182.75,18.0
2020,MT,Canabrava do Norte              ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Canarana                        ,Centro-Oeste,,1647.0,359620.3,2515.7,236405.2,120699.4,,,9157.92,,2939.52,,
2020,MT,Carlinda                        ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Castanheira                     ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Chapada dos Guimarães           ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Cláudia                         ,Centro-Oeste,,5192.0,208237.03,,204621.03,,,,,,1286.04,,
2020,MT,Cocalinho                       ,Centro-Oeste,,531.0,68300.97,169.4,67807.57,,,,,,1469.76,,
2020,MT,Colíder                         ,Centro-Oeste,,84042.0,2699834.22,123789.67,698871.88,957992.71,,57256.22,8458.93,58554.97,1013.15,,162.0
2020,MT,Colniza                         ,Centro-Oeste,,1878.0,359202.35,,253732.12,98422.23,,,428.52,,780.81,,
2020,MT,Comodoro                        ,Centro-Oeste,,5054.0,603994.55,,413590.68,174555.87,,,37183.06,,,,
2020,MT,Confresa                        ,Centro-Oeste,,20261.0,1493366.52,947.0,577908.56,847388.41,,25853.98,89431.25,19240.58,3058.81,,
2020,MT,Conquista D'Oeste               ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Cotriguaçu                      ,Centro-Oeste,,4633.0,189768.23,2301.15,124644.21,61595.07,,,792.66,,85.88,,46.0
2020,MT,Cuiabá                          ,Centro-Oeste,,1126354.0,71269759.71,2518960.23,15462751.86,17149394.26,133440.04,7451666.48,596398.08,252282.11,592412.56,22858.02,23425.0
2020,MT,Curvelândia                     ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Denise                          ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Diamantino                      ,Centro-Oeste,,18188.0,666175.03,878.0,182881.31,447493.25,,4373.47,35029.59,8689.28,1469.76,,
2020,MT,Dom Aquino                      ,Centro-Oeste,,794.0,154847.01,,148386.54,3580.28,,,,,,,
2020,MT,Feliz Natal                     ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Figueirópolis D'Oeste           ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Gaúcha do Norte                 ,Centro-Oeste,,226.0,66875.76,16.0,66859.76,,,,,,,,
2020,MT,General Carneiro                ,Centro-Oeste,,1188.0,83040.1,,78569.17,4014.93,,,1308.16,,395.91,,
2020,MT,Glória D'Oeste                  ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Guarantã do Norte               ,Centro-Oeste,,13056.0,568338.06,1430.72,298293.43,243369.72,,20924.19,35282.43,522.26,317.33,,
2020,MT,Guiratinga                      ,Centro-Oeste,,1053.0,110144.36,,107576.36,,,,,,,,
2020,MT,Indiavaí                        ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Ipiranga do Norte               ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Itanhangá                       ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Itaúba                          ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Itiquira                        ,Centro-Oeste,,879.0,116960.44,37.95,75317.93,38720.56,,,,,183.72,,
2020,MT,Jaciara                         ,Centro-Oeste,,14114.0,763805.99,2462.85,580634.49,155527.16,,,9807.15,,7958.01,,1519.0
2020,MT,Jangada                         ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Jauru                           ,Centro-Oeste,,1870.0,66962.53,,64890.53,,,,,,2071.86,,
2020,MT,Juara                           ,Centro-Oeste,,52165.0,815244.07,37552.94,430079.33,343086.23,,,19727.07,456.8,3736.03,,27.0
2020,MT,Juína                           ,Centro-Oeste,,36854.0,2651426.85,35180.37,855316.09,630908.27,,20617.98,42136.51,10250.67,17255.69,,81.0
2020,MT,Juruena                         ,Centro-Oeste,,1452.0,209431.93,,155225.34,47710.59,,,,,2066.85,,
2020,MT,Juscimeira                      ,Centro-Oeste,,4361.0,100277.63,,93368.31,,,,,,42.67,,
2020,MT,Lambari D'Oeste                 ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Lucas do Rio Verde              ,Centro-Oeste,,56143.0,2628388.33,141652.66,1071755.32,1282000.79,,50555.24,127373.11,35419.59,9844.86,,473.0
2020,MT,Luciara                         ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Marcelândia                     ,Centro-Oeste,,4141.0,244872.75,24.2,231826.19,1270.78,,,1270.78,,,,
2020,MT,Matupá                          ,Centro-Oeste,,8713.0,310306.76,9990.37,157657.72,131073.2,,,16281.18,,3782.85,,99.0
2020,MT,Mirassol d'Oeste                ,Centro-Oeste,,7184.0,423626.16,3485.9,335686.3,75125.96,,,,,5511.6,,
2020,MT,Nobres                          ,Centro-Oeste,,11042.0,656378.11,11.0,580885.44,62483.07,,,,,4041.84,,10.0
2020,MT,Nortelândia                     ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Nossa Senhora do Livramento     ,Centro-Oeste,,125.0,51927.15,,51479.15,,,,,,,,
2020,MT,Nova Bandeirantes               ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Nova Brasilândia                ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Nova Canaã do Norte             ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Nova Guarita                    ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Nova Lacerda                    ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Nova Marilândia                 ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Nova Maringá                    ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Nova Monte Verde                ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Nova Mutum                      ,Centro-Oeste,,46388.0,2469016.05,80739.03,811377.3,319228.81,,,19041.61,521.77,8129.61,,23.0
2020,MT,Nova Nazaré                     ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Nova Olímpia                    ,Centro-Oeste,,5970.0,390104.73,91.0,351205.64,23215.33,,,,,341.38,,
2020,MT,Nova Santa Helena               ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Nova Ubiratã                    ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Nova Xavantina                  ,Centro-Oeste,,1749.0,482883.02,5615.11,276397.63,200870.28,,,10523.23,543.08,597.09,188.26,
2020,MT,Novo Horizonte do Norte         ,Centro-Oeste,,648.0,29751.56,165.25,29538.31,,,,,,,,
2020,MT,Novo Mundo                      ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Novo Santo Antônio              ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Novo São Joaquim                ,Centro-Oeste,,1287.0,141339.16,2585.65,99577.28,36712.23,,,1406.68,,,,20.0
2020,MT,Paranaíta                       ,Centro-Oeste,,1422.0,141950.7,16.0,122114.21,19820.49,,,2863.67,,,,
2020,MT,Paranatinga                     ,Centro-Oeste,,8361.0,545587.21,2503.43,444230.17,76025.61,,,,,6613.92,,140.0
2020,MT,Pedra Preta                     ,Centro-Oeste,,2731.0,181787.54,31.0,168849.65,8738.89,,,8303.9,,2526.15,,30.0
2020,MT,Peixoto de Azevedo              ,Centro-Oeste,,46642.0,1628372.75,4953.45,756595.06,748554.19,,75995.96,51449.63,14796.25,12135.21,,27.0
2020,MT,Planalto da Serra               ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Poconé                          ,Centro-Oeste,,6639.0,658750.68,,359595.13,279137.41,,,34114.96,12537.28,8660.1,,
2020,MT,Pontal do Araguaia              ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Ponte Branca                    ,Centro-Oeste,,305.0,15920.11,,15296.11,,,,,,1120.17,,
2020,MT,Pontes e Lacerda                ,Centro-Oeste,,20090.0,1472618.77,60336.54,757254.87,607272.78,,36302.01,24077.09,26218.77,,18.33,120.0
2020,MT,Porto Alegre do Norte           ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Porto dos Gaúchos               ,Centro-Oeste,,6211.0,147805.12,3.0,123108.48,17351.18,,,2208.34,,2477.55,,
2020,MT,Porto Esperidião                ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Porto Estrela                   ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Poxoréu                         ,Centro-Oeste,,8018.0,526142.81,11120.88,315420.68,186511.41,,,38920.83,3695.01,2618.01,,
2020,MT,Primavera do Leste              ,Centro-Oeste,,78460.0,4662163.09,56328.27,1058137.08,1530595.44,,157559.66,157127.08,43377.27,3306.96,,1803.0
2020,MT,Querência                       ,Centro-Oeste,,12835.0,690442.32,35368.4,419518.41,221583.92,,,35093.22,525.64,6281.31,,
2020,MT,Reserva do Cabaçal              ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Ribeirão Cascalheira            ,Centro-Oeste,,3204.0,111111.47,123.0,88193.65,18554.82,,,,,734.88,,
2020,MT,Ribeirãozinho                   ,Centro-Oeste,,876.0,29768.04,,23308.16,5507.88,,,,,,,
2020,MT,Rio Branco                      ,Centro-Oeste,,70.0,20698.3,,20698.3,,,,,,,,
2020,MT,Rondolândia                     ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Rondonópolis                    ,Centro-Oeste,,445577.0,35980181.6,805586.38,9267079.51,6931343.81,,3070668.12,490695.81,65881.22,357247.45,644.43,2247.75
2020,MT,Rosário Oeste                   ,Centro-Oeste,,8575.0,485992.91,,477184.91,,,,,,,,
2020,MT,Salto do Céu                    ,Centro-Oeste,,514.0,35114.62,24.0,23580.06,11342.56,,,465.59,,367.44,,
2020,MT,Santa Carmem                    ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Santa Cruz do Xingu             ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Santa Rita do Trivelato         ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Santa Terezinha                 ,Centro-Oeste,,1330.0,61847.92,33.0,60050.92,,,,,,,,
2020,MT,Santo Afonso                    ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Santo Antônio do Leste          ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Santo Antônio do Leverger       ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,São Félix do Araguaia           ,Centro-Oeste,,6629.0,564121.94,6568.45,265671.11,258649.03,,15738.5,38208.91,13278.47,,,
2020,MT,São José do Povo                ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,São José do Rio Claro           ,Centro-Oeste,,9526.0,296447.38,784.2,173514.02,114338.33,,,3447.68,3705.75,1434.68,,45.0
2020,MT,São José dos Quatro Marcos      ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,São José do Xingu               ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,São Pedro da Cipa               ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Sapezal                         ,Centro-Oeste,,10514.0,647055.14,37269.1,348394.63,241400.1,,575.26,17494.93,2717.28,2572.08,70.0,18.0
2020,MT,Serra Nova Dourada              ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Sinop                           ,Centro-Oeste,,246514.0,10773663.68,187791.21,2991772.49,2522927.58,,360266.94,46477.07,46049.25,480555.86,,423.0
2020,MT,Sorriso                         ,Centro-Oeste,,166866.0,6442968.41,562316.9,1814489.57,1751994.1,,329014.38,34037.0,60074.82,6983.32,280.64,8456.0
2020,MT,Tabaporã                        ,Centro-Oeste,,1862.0,100095.59,89.0,66136.46,32779.13,,,142.84,,45.93,,18.0
2020,MT,Tangará da Serra                ,Centro-Oeste,,58503.0,3392644.21,143193.3,1460897.27,938593.02,,90825.23,25943.53,22220.73,33993.86,,95.0
2020,MT,Tapurah                         ,Centro-Oeste,,627.0,115964.9,,105518.21,7378.51,,,483.83,,321.51,,
2020,MT,Terra Nova do Norte             ,Centro-Oeste,,4565.0,161574.59,205.2,158826.54,,,,,,321.51,,
2020,MT,Tesouro                         ,Centro-Oeste,,779.0,25785.39,1.0,24990.87,,,,,,45.93,,
2020,MT,Torixoréu                       ,Centro-Oeste,,1335.0,100890.14,1.0,61622.82,35058.32,,,8301.57,,,,
2020,MT,União do Sul                    ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Vale de São Domingos            ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Várzea Grande                   ,Centro-Oeste,,750406.0,19378328.95,1376689.56,6693645.64,1490399.38,,213635.2,35495.47,116545.49,16912.55,94.19,315.8
2020,MT,Vera                            ,Centro-Oeste,,,,,,,,,,,,,
2020,MT,Vila Bela da Santíssima Trindade,Centro-Oeste,,1148.0,444550.28,,260708.68,183841.6,,,58080.07,,,,
2020,MT,Vila Rica                       ,Centro-Oeste,,2137.0,207832.31,399.45,96755.71,110677.15,,,10312.56,,2296.5,,
2020,PA,Abaetetuba                      ,Norte,,37732.0,2980893.04,497.1,1323860.41,1464340.28,,,482662.72,183134.19,734.88,,
2020,PA,Abel Figueiredo                 ,Norte,,213.0,76870.18,,42955.87,33914.31,,,7518.05,2608.85,367.44,,
2020,PA,Acará                           ,Norte,,9580.0,423560.04,304.15,373446.2,25993.69,,,4329.72,,369.0,,
2020,PA,Afuá                            ,Norte,,3437.0,340885.24,,329205.24,,,,,,,,
2020,PA,Água Azul do Norte              ,Norte,,10584.0,408188.63,2480.2,299705.57,93713.74,,,24887.86,,1667.46,,80.0
2020,PA,Alenquer                        ,Norte,,30794.0,1714238.27,17610.65,1307569.8,313964.06,,,49638.21,2738.62,912.9,,
2020,PA,Almeirim                        ,Norte,,3287.0,538795.81,62.15,367493.18,168568.48,,,12107.4,,,,
2020,PA,Altamira                        ,Norte,,311714.0,12658214.42,522710.41,3444946.68,3839615.54,,466042.68,172261.43,430832.19,23013.3,1061.9,185.0
2020,PA,Anajás                          ,Norte,,4774.0,414325.43,,342385.26,62220.17,,,3770.18,,,,
2020,PA,Ananindeua                      ,Norte,,566817.0,37416090.13,1627391.8,8546117.74,11996766.7,12988.63,1759476.23,673173.79,737425.22,367.44,,98.0
2020,PA,Anapu                           ,Norte,,19986.0,1386608.25,,667604.29,664355.96,,,32293.21,,,,
2020,PA,Augusto Corrêa                  ,Norte,,9016.0,1879540.99,,1625285.82,208711.17,,,30465.0,43840.31,367.44,,
2020,PA,Aurora do Pará                  ,Norte,,2872.0,551157.01,414.15,389099.88,152978.98,,,14004.58,8348.32,,,
2020,PA,Aveiro                          ,Norte,,,,,,,,,,,,,
2020,PA,Bagre                           ,Norte,,,,,,,,,,,,,
2020,PA,Baião                           ,Norte,,16202.0,486150.44,7381.0,316397.3,139844.14,,,14428.07,3076.67,,,
2020,PA,Bannach                         ,Norte,,1627.0,41450.23,52.95,40276.26,176.64,,,,,324.01,,10.0
2020,PA,Barcarena                       ,Norte,,84518.0,5724763.87,55822.96,1876986.32,1455135.62,,9306.0,146318.07,22383.13,2958.87,,13801.12
2020,PA,Belém                           ,Norte,,3010206.0,198434662.1,7024580.95,38562126.11,74726671.65,647102.3,16598671.56,1741865.45,3843358.23,3312488.96,43658.58,172214.6
2020,PA,Belterra                        ,Norte,,1832.0,155704.7,,155512.7,,,,,,,,
